id,name,email,status,species,gender,origin_name,location_name,episode_count
766,Pilgrim Alien,pilgrim.alien@krom.id,Alive,Alien,Male,unknown,Earth (Replacement Dimension),1
767,President Turkey,president.turkey@krom.id,Dead,Humanoid,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
768,Mary-Lou,mary-lou.mary-lou@krom.id,Alive,Human,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
769,Big Fat rick,big.rick@krom.id,unknown,Human,Male,unknown,Earth (Replacement Dimension),1
770,Hothead Rick,hothead.rick@krom.id,Dead,Human,Male,unknown,Earth (Replacement Dimension),1
771,Ricardo Montoya,ricardo.montoya@krom.id,unknown,Human,Male,unknown,Earth (Replacement Dimension),1
772,Wrap-it-up Little Rick,wrap-it-up.rick@krom.id,Dead,Human,Male,unknown,Earth (Replacement Dimension),1
773,Yo-yo Rick,yo-yo.rick@krom.id,unknown,Human,Male,unknown,Earth (Replacement Dimension),1
774,Voiceoverian,voiceoverian.voiceoverian@krom.id,Dead,Alien,unknown,unknown,Earth (Replacement Dimension),1
775,Voiceoverian,voiceoverian.voiceoverian@krom.id,Dead,Alien,unknown,unknown,Earth (Replacement Dimension),1
776,Gotron Pilot,gotron.pilot@krom.id,Dead,Human,Male,unknown,Earth (Replacement Dimension),1
777,Gotron Pilot,gotron.pilot@krom.id,Dead,Human,Male,unknown,Earth (Replacement Dimension),1
778,Gotron Pilot,gotron.pilot@krom.id,Dead,Human,Male,unknown,Earth (Replacement Dimension),1
779,Young Memory Rick,young.rick@krom.id,Alive,Human,Male,Birdperson's Consciousness,Rick's Memories,1
780,Memory Tammy,memory.tammy@krom.id,Dead,Human,Female,Birdperson's Consciousness,Birdperson's Consciousness,1
781,Rick's Garage,rick's.garage@krom.id,Alive,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
782,Memory Squanchy,memory.squanchy@krom.id,Dead,Alien,Male,Birdperson's Consciousness,Birdperson's Consciousness,1
783,Memory Rick,memory.rick@krom.id,Dead,Human,Male,Birdperson's Consciousness,Birdperson's Consciousness,1
784,Memory Rick,memory.rick@krom.id,Dead,Human,Male,Birdperson's Consciousness,Birdperson's Consciousness,1
785,Memory Geardude,memory.geardude@krom.id,Dead,Alien,Male,Birdperson's Consciousness,Birdperson's Consciousness,1
786,Birdperson & Tammy's Child,birdperson.child@krom.id,Alive,Humanoid,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
787,Two Crows,two.crows@krom.id,Alive,Animal,unknown,Earth (Replacement Dimension),Rick and Two Crows Planet,2
788,Mr. Cookie President,mr..president@krom.id,Alive,Alien,Male,unknown,Earth (Replacement Dimension),1
789,Nick,nick.nick@krom.id,Dead,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
790,Harold (Garbage Goober),harold.goober)@krom.id,Alive,Alien,Male,unknown,Earth (Replacement Dimension),1
791,Harold's Wife,harold's.wife@krom.id,Alive,Alien,Female,unknown,Earth (Replacement Dimension),1
792,Alien Crow,alien.crow@krom.id,Dead,Alien,Male,Avian Planet,Avian Planet,1
793,Alien Crow,alien.crow@krom.id,Dead,Alien,Female,Avian Planet,Avian Planet,1
794,Samansky,samansky.samansky@krom.id,Dead,Alien,Male,Normal Size Bug Dimension,Earth (Replacement Dimension),1
795,Palicki,palicki.palicki@krom.id,Alive,Alien,Male,Normal Size Bug Dimension,Normal Size Bug Dimension,1
796,Sarge,sarge.sarge@krom.id,Alive,Alien,Male,Normal Size Bug Dimension,Normal Size Bug Dimension,1
797,Slartivartian,slartivartian.slartivartian@krom.id,Dead,Alien,Male,Slartivart,Slartivart,1
798,Ferkusian,ferkusian.ferkusian@krom.id,Alive,Alien,Male,Ferkus 9,Ferkus 9,1
799,Morglutzian,morglutzian.morglutzian@krom.id,Dead,Alien,Male,Morglutz,Morglutz,1
800,Super Turkey,super.turkey@krom.id,Dead,Humanoid,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
801,7+7 Years Old Morty,7+7.morty@krom.id,unknown,Human,Male,Citadel of Ricks,Citadel of Ricks,1
802,26 Years Old Morty,26.morty@krom.id,Dead,Human,Male,Citadel of Ricks,Citadel of Ricks,1
803,40 Years Old Morty,40.morty@krom.id,unknown,Human,Male,Citadel of Ricks,Citadel of Ricks,1
804,Andy,andy.andy@krom.id,unknown,Human,Male,unknown,Citadel of Ricks,1
805,Baby Mouse Skin Morty,baby.morty@krom.id,Alive,Human,Male,Citadel of Ricks,Citadel of Ricks,1
806,Metaphor for Capitalism,metaphor.capitalism@krom.id,Dead,Humanoid,Male,Citadel of Ricks,Citadel of Ricks,1
807,Beth Sanchez,beth.sanchez@krom.id,Dead,Human,Female,Earth (C-137),Rick's Memories,1
808,Crow Scare,crow.scare@krom.id,Alive,Humanoid,Male,Rick and Two Crows Planet,Rick and Two Crows Planet,1
809,Pussifer,pussifer.pussifer@krom.id,Dead,Animal,Male,Rick and Two Crows Planet,Rick and Two Crows Planet,1
810,Stan Lee Rick,stan.rick@krom.id,unknown,Human,Male,unknown,Citadel of Ricks,1
811,Re-Build-a-Morty Morty,re-build-a-morty.morty@krom.id,unknown,Human,Male,unknown,Citadel of Ricks,1
812,Deformed Morty,deformed.morty@krom.id,Dead,Humanoid,Male,Citadel of Ricks,Citadel of Ricks,1
813,Crow Horse,crow.horse@krom.id,Alive,Robot,unknown,Rick and Two Crows Planet,Earth (Replacement Dimension),1
814,Bald Rick,bald.rick@krom.id,Dead,Human,Male,unknown,Rick's Memories,1
815,Punk Rick,punk.rick@krom.id,Dead,Human,Male,unknown,Rick's Memories,1
816,Party Rick,party.rick@krom.id,Dead,Human,Male,unknown,Rick's Memories,1
817,Scar Rick,scar.rick@krom.id,Dead,Human,Male,unknown,Rick's Memories,1
818,Long Hair Rick,long.rick@krom.id,unknown,Human,Male,unknown,Citadel of Ricks,1
819,Redhead Rick,redhead.rick@krom.id,Dead,Human,Male,unknown,Citadel of Ricks,1
820,Redhead Morty,redhead.morty@krom.id,Dead,Human,Male,unknown,Citadel of Ricks,1
821,Gotron,gotron.gotron@krom.id,unknown,Robot,Genderless,Earth (Replacement Dimension),Earth (Replacement Dimension),1
822,Young Jerry,young.jerry@krom.id,unknown,Human,Male,Earth (Unknown dimension),Earth (Unknown dimension),1
823,Young Beth,young.beth@krom.id,unknown,Human,Female,Earth (Unknown dimension),Earth (Unknown dimension),1
824,Young Beth,young.beth@krom.id,unknown,Human,Female,Earth (Unknown dimension),Earth (Unknown dimension),1
825,Young Jerry,young.jerry@krom.id,unknown,Human,Male,Earth (Unknown dimension),Earth (Unknown dimension),1
826,Butter Robot,butter.robot@krom.id,Alive,Robot,Genderless,Earth (Replacement Dimension),Earth (Replacement Dimension),1
